batch,market,brand,product_name,mg_per_pouch,source_type,source_url,checked_at,calculation
2,CZ,KURWA,KURWA COLLECTION Mango Raspberry,12,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,KURWA,KURWA COLLECTION Raspberry Strawberry,12,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,KURWA,KURWA COLLECTION Kiwi Apple,12,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,ACE,ACE X Cool Mint Slim,8,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky?page=2,2026-08-19,direct mg/pouch
2,CZ,ZYN,ZYN Cool Mint 11mg,11,specialist retailer,https://nikotin.cz/collections/zyn-nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,ZYN,ZYN Menthol Ice 11mg,11,specialist retailer,https://nikotin.cz/collections/zyn-nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,ZYN,ZYN Blueberry 11mg,11,specialist retailer,https://nikotin.cz/collections/zyn-nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,ZYN,ZYN Black Cherry Mini 1.5mg,1.5,specialist retailer,https://nikotin.cz/collections/zyn-nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,ACE,ACE Cool Mint SW Slim,6,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky?page=2,2026-08-19,direct mg/pouch
2,CZ,VELO,VELO Crispy Peppermint,10,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky-vyprodej,2026-08-19,direct mg/pouch
2,CZ,VELO,VELO Cherry Ice,8,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky-vyprodej,2026-08-19,direct mg/pouch
2,CZ,KURWA,KURWA COLLECTION Strawberry Gum,12,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky,2026-08-19,direct mg/pouch
2,CZ,KURWA,KURWA COLLECTION Pina Colada Mango,12,specialist retailer,https://nikotin.cz/collections/nikotinove-sacky,2026-08-19,direct mg/pouch
